name;surname;birthDate;gender;maritialStatus;numberOfChildrens;priceFactor
Aspen;Ryan;01/25/1992 00:40;female;single;3;0.86
Ian;Oneill;02/19/1969 05:49;male;single;2;0.54
Elliot;Haley;10/24/1996 17:43;male;single;2;1.1
Katalina;Steele;07/28/1972 09:34;female;single;3;1.06
Royal;Pearson;09/11/1962 15:55;male;married;2;0.79
Brendan;Roy;03/02/1997 22:36;male;single;4;0.92
Danielle;French;12/05/1971 22:48;female;married;1;1.27
Maren;Craft;07/12/1991 22:45;female;single;0;1.49
Joe;Hamilton;03/05/1984 18:47;male;married;2;1.35
Aurelia;Lynn;06/15/1945 03:54;female;single;4;0.66
Kendrick;Salas;07/08/1973 04:19;male;married;3;0.98
Harley;Knight;01/20/1957 04:16;female;single;3;0.56
Abdullah;Carr;05/27/1954 00:35;male;single;0;0.5
Fletcher;Short;10/18/1944 00:44;male;single;4;1.26
Lilliana;Frederick;04/14/1970 23:50;female;single;0;1.07
Elian;Little;03/21/1979 06:44;male;single;1;1.45
Persephone;Rich;01/14/1969 15:03;female;single;0;0.7
Flynn;Fulton;01/01/2000 08:40;male;single;4;1.12
Samuel;Ramsey;07/23/1974 16:53;male;married;0;1.13
Kallie;Dominguez;05/28/1995 07:01;female;married;1;1.03
Aldo;Navarro;04/15/1991 00:13;male;married;0;1.06
Fox;Dyer;11/29/1947 23:05;male;married;4;1.39
Dylan;Dejesus;06/06/1955 20:07;male;single;1;0.98
Jamal;Galloway;11/17/1998 20:03;male;single;1;1.31
Kaylin;Garcia;01/29/1953 21:49;female;single;1;1.34
Scarlette;Le;07/30/1965 16:56;female;single;1;0.85
Alec;Blackburn;04/06/1959 10:24;male;single;4;0.64
Julius;Burks;09/08/1946 05:17;male;married;1;1.28
Sofia;Pearson;03/17/1964 01:56;female;married;3;1.09
Jace;Glass;06/12/1991 00:44;male;married;2;0.74
Arlo;Hughes;03/08/1968 00:42;male;married;0;0.71
Bonnie;Foster;06/06/1980 05:31;female;single;4;0.69
Harlow;Moon;04/29/1944 18:20;female;single;3;1.38
Turner;Howell;09/29/1988 19:25;male;single;3;0.58
Gracelyn;Morrison;01/03/1947 13:51;female;single;2;1.1
Celine;Hurley;05/16/1990 22:34;female;single;2;1.23
Alvaro;Flynn;04/27/1992 07:05;male;single;2;0.67
Serena;Floyd;08/26/1944 04:12;female;married;4;1.25
Nikolai;Raymond;03/24/1942 06:18;male;single;2;1.48
Mayson;Giles;06/01/1975 10:02;male;married;2;0.79
Bjorn;Willis;02/16/1983 18:03;male;married;4;0.58
Rory;Heath;01/06/1942 00:43;female;single;1;1.28
Harley;Petty;07/13/1982 01:55;male;single;3;1.0
Magdalena;Thomas;05/19/1961 16:04;female;single;2;0.93
Dior;Lewis;12/20/1985 23:57;female;single;3;1.0
Karina;Graves;08/09/1958 15:35;female;married;0;1.38
Brycen;Oconnor;07/25/1940 04:01;male;married;1;0.95
Victor;Morales;02/16/1970 22:00;male;single;2;1.36
Kyrie;Small;11/02/1978 15:51;male;married;3;1.01
Kolton;Osborn;09/22/1990 18:01;male;single;3;1.21
Rowan;Smith;09/08/1993 09:35;female;single;4;0.86
Adriana;Allison;01/11/1950 21:49;female;single;0;0.9
Theodore;Roman;04/07/1958 19:39;male;married;3;1.0
Silas;Molina;01/24/1970 14:09;male;single;1;1.19
Macie;Sweeney;02/23/1951 20:25;female;single;2;1.42
Chris;Holt;05/01/1965 09:37;male;married;2;0.98
Alfonso;Gibbs;08/09/1987 09:02;male;single;3;0.58
Josiah;Castillo;07/23/1972 08:41;male;single;2;0.88
Kiana;Compton;01/19/1986 10:10;female;married;2;1.19
Scarlet;Olsen;12/09/1960 15:00;female;single;1;0.51
Eden;Cantu;10/24/1989 05:07;female;married;2;0.74
Everleigh;Patton;12/31/1952 11:42;female;married;2;0.9
Remington;Gallagher;10/21/1970 21:44;male;married;0;1.09
Stella;Watkins;01/17/1972 11:59;female;single;3;0.78
Alec;Buckner;08/30/1957 11:59;male;single;1;0.74
Harlow;Manning;02/27/1960 21:27;female;single;4;0.77
Melvin;Holmes;01/24/1980 03:15;male;single;0;1.09
Ryan;Weaver;07/23/1960 12:03;male;married;2;1.3
April;Flowers;06/17/1980 12:07;female;married;0;0.56
Kaitlyn;Oconnor;02/09/1990 04:08;female;single;1;0.75
Nylah;Finch;10/26/1999 12:08;female;married;4;0.71
Tenley;Yang;12/25/1945 23:50;female;single;1;0.63
Dixie;Gibson;06/08/1968 01:50;female;single;1;1.33
Saul;Clemons;09/23/1960 11:48;male;married;4;1.26
Malakhi;Fitzgerald;01/21/1986 05:56;male;single;2;1.12
Alison;Ashley;05/01/1997 22:39;female;married;4;0.75
Amalia;Adkins;11/20/1975 20:50;female;single;3;1.41
Hayden;Franco;05/27/1951 19:53;male;married;4;1.25
Itzel;Vazquez;10/14/1954 18:42;female;married;2;1.17
Cheyenne;Stanley;05/22/1955 12:43;female;single;4;1.47
Kevin;Gonzalez;09/19/1961 07:40;male;single;1;1.43
Brendan;Stewart;12/12/1978 22:35;male;married;4;1.21
Joel;Stewart;02/15/1940 14:10;male;single;2;1.3
Violeta;Cole;06/21/1944 12:10;female;single;0;0.88
Jordan;Mcdowell;03/24/1992 20:08;female;single;3;1.28
Harley;Sharp;05/28/1999 07:58;male;single;1;0.6
Miley;Clark;07/23/1995 04:10;female;married;4;1.06
Emerson;Blanchard;06/02/1979 19:39;female;married;3;1.48
Maggie;Whitley;01/26/1970 02:48;female;married;1;1.12
Ivanna;Ramsey;07/08/1965 17:36;female;married;4;0.79
Samantha;Hodge;03/21/1953 08:37;female;single;4;1.49
Phoenix;Cabrera;02/02/1941 03:34;female;married;1;0.52
Alexander;Madden;04/12/1954 17:11;male;single;2;1.18
Chana;Kirby;12/19/1944 15:35;female;married;2;0.73
Paisley;Becker;11/12/1975 17:01;female;married;1;1.39
Halo;Marshall;06/16/1997 02:31;female;married;2;0.71
Kenneth;Quinn;03/20/1981 09:16;male;married;4;1.15
Kalel;Gill;02/04/1985 06:42;male;married;2;1.09
Sterling;Williamson;11/24/1977 13:06;male;single;4;0.89
Jessie;Solis;11/23/1962 23:29;female;married;2;0.95
Alberto;Mays;08/19/1960 14:52;male;married;3;0.66
Viviana;Craig;05/21/1948 20:56;female;married;0;0.72
Adan;Hensley;07/22/1994 10:49;male;married;0;0.74
Felicity;Wilder;06/14/1996 08:26;female;married;1;1.17
Hank;Floyd;08/29/1982 17:54;male;single;1;1.2
Junior;Taylor;01/24/1972 09:55;male;married;3;1.38
Dane;Gilliam;10/16/1984 13:09;male;single;2;0.66
Lillie;Lott;11/08/1975 21:05;female;married;1;0.79
Eliseo;Miles;01/04/1991 23:13;male;single;3;0.77
Alicia;Walls;04/30/1978 12:47;female;single;0;0.73
Amora;Pate;10/01/1962 07:01;female;single;4;0.96
Elle;Glass;12/30/1950 08:42;female;married;1;1.35
Emely;Durham;04/09/1980 02:57;female;married;2;0.75
Landon;Hewitt;10/31/1940 22:24;male;married;3;0.76
Addilyn;Holmes;08/24/2000 03:59;female;married;1;1.43
Theo;Rose;10/28/1951 00:49;male;married;2;0.76
Ben;Bartlett;08/15/1988 04:13;male;married;4;0.99
Kinley;Sampson;03/09/1948 04:33;female;married;2;0.65
Sarai;Conway;04/16/1970 01:40;female;single;2;1.12
Reyna;Poole;12/14/1941 13:00;female;single;3;1.21
Giovanna;Ballard;02/14/1971 13:42;female;single;0;1.05
Jaxxon;Kelly;02/20/1943 18:43;male;married;0;0.78
Erick;Bray;09/21/2000 08:31;male;married;1;0.81
Eliana;Foley;12/05/1990 01:43;female;single;2;1.48
Creed;Schmidt;05/17/1983 06:16;male;married;3;0.91
Spencer;Reid;05/03/1945 18:58;male;single;1;0.75
Lennon;Mays;04/30/1963 19:46;female;single;1;0.76
Dominick;Johnston;07/06/1954 06:56;male;married;2;1.37
Carolina;Mullins;05/01/1949 22:32;female;married;1;1.3
Shane;Blevins;04/07/1971 23:12;male;married;3;1.36
Addison;Sanchez;04/16/1993 12:25;female;single;1;1.18
Haley;Holloway;03/12/1947 17:30;female;married;2;0.61
Dylan;Goodwin;08/08/1950 03:18;male;married;1;0.68
Guillermo;Horne;02/08/1994 04:40;male;single;2;1.11
Branson;Perez;05/18/1984 18:04;male;single;2;0.64
Beckett;Macdonald;03/26/1972 02:56;male;single;1;1.43
Keira;Peters;12/15/1976 23:52;female;single;0;0.83
Evie;Lynch;01/01/1977 11:05;female;married;1;1.11
Darius;Potts;11/28/1984 15:37;male;married;4;1.36
Estella;Levine;09/15/1945 03:24;female;single;1;0.77
Rayan;Gomez;09/12/1947 04:35;male;married;0;0.66
Connor;Benton;03/01/1955 11:30;male;married;0;0.97
Dylan;Bridges;01/07/1999 15:10;male;single;1;1.21
Rodney;Watts;01/19/1948 03:16;male;married;1;1.46
Isaias;Rodgers;01/06/1964 23:21;male;single;2;0.96
Roy;Blair;07/03/1964 11:28;male;single;3;1.12
Kayleigh;Ruiz;11/12/1971 20:27;female;single;2;1.43
Deandre;West;06/14/2000 18:34;male;single;1;1.25
Kairi;Serrano;03/31/1993 05:12;female;single;2;1.39
Malaysia;Haney;12/30/1957 22:56;female;single;2;1.4
Kaiden;Noel;04/25/1961 05:15;male;married;2;0.51
Carolyn;Bond;07/12/1995 05:30;female;married;3;1.09
Leonel;Cooper;09/22/1963 11:06;male;married;2;0.81
Joey;Dale;10/07/2000 10:02;male;single;1;1.28
Adalee;Vazquez;10/12/1958 04:51;female;married;3;1.45
Ezekiel;Jimenez;07/06/1995 21:45;male;single;4;1.47
Leyla;Combs;01/15/1942 15:25;female;single;2;0.75
Dior;Richard;12/14/1948 20:45;female;married;4;0.87
Kendrick;Becker;05/06/1960 05:43;male;married;1;0.68
Ariyah;Burris;09/28/1956 13:17;female;married;3;1.25
Emily;Jacobson;05/25/1974 20:01;female;married;3;1.32
Riley;Calderon;02/26/1982 14:44;female;married;2;1.23
Journi;Nelson;04/30/1964 15:37;female;married;0;0.86
Madeleine;Snider;07/14/1972 05:15;female;single;3;0.89
Valeria;Fitzgerald;03/26/1985 08:29;female;single;3;1.16
Julio;Lindsey;09/05/1990 04:55;male;single;4;1.25
Hadassah;Underwood;03/15/1957 01:43;female;married;4;0.75
Canaan;David;06/10/1940 04:10;male;married;3;0.79
Galilea;Hernandez;10/30/1948 14:44;female;single;1;0.56
Bowen;Ferguson;04/01/1994 03:34;male;married;1;0.72
Elyse;Carlson;07/28/1989 21:56;female;single;1;1.1
Reginald;Nieves;10/01/1993 02:27;male;married;1;1.01
Alayna;Moran;09/02/1954 17:18;female;married;3;0.7
Atlas;Marsh;07/09/1945 03:24;male;single;3;1.16
Clementine;Hull;02/19/1964 02:39;female;married;4;1.4
Zain;Gordon;12/08/1984 06:48;male;single;0;0.81
Mary;Dotson;12/11/1992 05:55;female;married;1;1.26
Maxine;Rodgers;09/09/1978 19:09;female;married;1;0.8
Alicia;Merrill;05/10/1968 08:03;female;single;0;0.75
Journee;Silva;08/22/1966 02:42;female;married;0;0.51
Colson;Blankenship;12/28/1977 03:02;male;married;0;1.24
Kora;Craft;08/08/1966 12:19;female;married;4;0.88
Harlee;Le;07/10/1966 07:12;female;married;0;0.66
Colten;Puckett;07/09/1956 10:30;male;married;4;0.52
Nikolai;Dudley;09/28/1961 18:03;male;married;2;1.24
Luella;Woods;01/08/1962 05:03;female;married;4;1.39
Jairo;Caldwell;01/13/1981 16:58;male;single;0;0.84
Kolton;Rhodes;07/01/1989 04:12;male;married;3;0.68
Sydney;Lane;03/26/1965 04:46;female;single;4;1.43
Malachi;Griffin;12/06/1961 00:14;male;married;0;1.04
Dani;Thomas;07/21/1976 05:48;female;single;1;1.37
Clementine;Knight;06/11/1993 09:51;female;married;3;0.66
Cory;Watts;08/05/1994 08:46;male;single;2;1.47
Aspen;Ray;02/19/1977 03:08;female;single;3;1.25
Jamie;Baker;11/03/1944 13:59;female;married;2;1.1
Giovanna;Cain;06/01/1983 14:36;female;married;0;0.91
Toby;Ingram;05/05/1981 23:21;male;single;4;0.68
Oaklynn;Dixon;04/02/1943 11:11;female;single;2;0.88
Lucca;Anderson;12/17/1988 20:17;male;married;1;0.5
Saint;Buchanan;01/25/1982 18:30;male;married;4;1.1
Simeon;Foster;07/28/1964 06:12;male;married;3;1.25
Guillermo;Mccarty;10/11/1956 12:14;male;married;3;1.17
Noa;Ellis;05/17/1987 17:06;female;single;4;1.44
Kai;Mcpherson;02/26/1992 12:00;male;married;2;1.39
Carter;Reid;03/24/1977 16:13;male;single;0;1.41
Larry;Barry;09/22/1954 06:45;male;single;0;1.48
Legacy;Love;10/28/1946 13:35;female;single;4;0.75
Forrest;Key;08/26/1947 15:30;male;married;4;1.3
Cruz;Kelly;11/28/1989 20:21;male;single;1;1.37
Edith;Mcdowell;12/24/1942 02:35;female;single;2;0.62
Soren;Hinton;12/21/1966 18:55;male;married;3;1.05
Isabelle;Mckinney;04/27/1970 09:51;female;married;2;0.84
Casen;Kennedy;05/08/1976 17:41;male;single;1;0.65
Tristen;Norman;09/11/1991 12:26;male;married;2;0.52
Ella;Chapman;05/27/1971 03:20;female;married;0;0.96
Hanna;Decker;12/26/1959 04:58;female;married;0;1.33
Brynn;Hubbard;04/05/1947 16:12;female;single;1;0.88
Ace;Carney;04/17/1979 19:52;male;single;4;0.57
Pedro;Irwin;11/06/1978 05:38;male;married;2;0.96
Ignacio;Young;01/09/1972 09:48;male;single;3;0.95
Ezra;Carney;06/18/1988 04:24;female;married;3;1.27
Aaliyah;Tyler;09/17/1993 17:19;female;married;4;0.87
Abdiel;Riley;09/08/1950 05:55;male;single;2;0.63
Kingston;Ford;09/27/1996 21:55;male;single;2;1.11
Jade;Clayton;06/11/1947 06:18;female;married;1;1.27
Judson;Warner;11/12/1944 23:13;male;single;1;0.68
Christine;Oneill;10/22/1941 17:32;female;single;2;1.33
Leona;Chen;09/08/1949 11:49;female;married;3;0.63
Johanna;Massey;03/01/1972 14:39;female;single;4;0.96
Natalia;Jefferson;04/03/1942 02:27;female;single;1;1.17
Emilia;Leblanc;01/29/1964 05:06;female;single;0;0.84
Chase;Fleming;12/06/1986 21:29;male;married;3;1.27
Grant;Francis;04/19/1954 10:08;male;single;3;0.6
Molly;Chase;03/05/1963 23:56;female;married;3;0.55
Enzo;Ramirez;06/23/1962 17:51;male;married;2;0.81
Cassius;French;07/24/1949 10:07;male;single;3;1.34
Frances;Cain;07/19/1962 23:18;female;single;2;0.81
Quinton;Sargent;03/02/1965 06:47;male;single;2;1.21
Zaiden;Willis;02/28/1975 21:47;male;married;1;0.76
Preston;Sullivan;07/11/1996 08:47;male;married;2;1.0
Aubrey;Mcmahon;03/26/1970 19:11;female;single;1;1.16
Estrella;Rice;09/05/1971 04:24;female;single;4;0.94
Skylar;Morin;03/06/1989 06:20;female;single;2;0.73
Giovanna;Rich;02/16/1974 05:28;female;married;0;1.49
Archie;Haynes;06/15/1941 16:49;male;single;0;1.03
Moises;Bryant;10/26/1980 20:41;male;single;4;1.41
Ingrid;Sweeney;06/12/1942 13:54;female;married;0;1.24
Pablo;Weiss;11/20/1999 20:57;male;single;3;0.72
Autumn;Shelton;09/01/1946 21:47;female;married;4;1.49
Addilynn;Whitfield;08/01/1940 05:16;female;married;1;1.21
Dawson;Blake;11/27/1947 13:34;male;single;3;1.48
Raphael;Blanchard;04/17/1979 01:17;male;single;1;1.49
Sylvie;Howe;06/26/1985 17:48;female;married;4;1.0
Eddie;Peck;07/21/1999 16:26;male;single;3;1.39
Brandon;Berg;09/15/1994 05:46;male;married;4;1.06
Magnus;Gamble;01/26/1955 03:37;male;married;3;0.92
Maliyah;Carr;06/07/1967 20:50;female;single;0;1.36
Benjamin;Tucker;05/26/1991 23:49;male;married;2;0.92
Ishaan;Yang;09/24/1951 22:21;male;single;3;0.59
Kobe;Rollins;09/28/1971 02:27;male;single;3;1.36
Jimmy;Johnson;08/02/1957 13:37;male;single;1;0.68
Rome;Faulkner;07/18/1989 05:00;male;married;0;1.02
Castiel;Landry;07/12/1986 12:25;male;married;2;0.78
Bristol;Hinton;01/19/1998 02:27;female;married;3;0.92
Eliza;Conley;07/31/1984 04:25;female;married;1;0.68
Khaleesi;Marks;05/19/1980 05:15;female;married;0;0.92
Jaxon;Bennett;11/19/1957 01:02;male;married;2;0.82
Arya;Mcintyre;04/06/1980 20:51;female;married;2;1.04
Amara;Pena;07/06/1968 18:39;female;single;2;0.96
Alessia;Owens;06/29/1994 21:06;female;single;2;0.71
Soren;Austin;08/08/1985 15:03;male;single;0;1.09
Gianna;Waller;10/12/1996 07:40;female;single;2;0.87
Thea;Lloyd;10/31/1940 03:08;female;married;1;0.88
Lillie;Blanchard;05/05/1996 04:59;female;married;3;1.38
Roman;Sampson;01/14/1979 07:38;male;married;4;0.57
Briggs;Horne;03/01/1989 04:32;male;single;3;1.47
Regina;Berger;01/30/1969 21:59;female;single;3;0.95
Harold;Fuentes;07/30/1980 18:24;male;single;0;1.25
Bennett;Orr;02/01/1947 07:02;male;single;2;1.42
Luca;Michael;03/16/1943 01:00;male;single;3;0.8
Beckham;Daniel;07/29/1967 19:19;male;single;3;1.32
Harriet;Riggs;07/21/1946 02:24;female;single;4;0.55
Zayne;Aguirre;12/11/1968 15:12;male;single;4;1.17
Scott;Jacobs;07/26/1978 03:37;male;married;0;0.73
Corinne;Adams;03/24/1967 07:44;female;single;4;0.53
Paola;Lawrence;12/28/1965 19:31;female;married;3;0.66
Kasen;Price;07/10/1941 06:30;male;married;2;1.34
Prince;Clark;06/03/1985 08:27;male;married;1;1.39
Amelia;Coffey;04/16/1970 23:47;female;single;1;0.54
Roger;Diaz;05/28/1994 13:26;male;married;1;0.77
Khalid;Ruiz;07/11/1942 03:13;male;single;0;0.91
Mateo;Gardner;03/19/1980 23:29;male;single;0;1.41
Maeve;Graves;11/26/1988 16:59;female;single;1;0.78
Leighton;Mayo;04/24/1981 15:04;male;single;1;1.02
Landyn;Blanchard;09/06/1959 04:12;male;single;0;0.68
Anais;Nelson;12/18/1944 04:04;female;married;0;0.57
Averi;Olson;04/28/1946 10:56;female;single;3;1.14
Xiomara;Marsh;08/18/1946 18:15;female;married;4;0.54
Selena;Bonner;01/01/1985 01:28;female;single;2;1.08
Dorian;Melton;03/21/1997 12:13;male;married;1;0.59
Jolene;Daniels;11/14/1994 21:01;female;single;3;0.79
Maurice;Hunter;07/03/1942 05:13;male;married;2;0.97
Cairo;Beasley;06/27/1941 18:19;male;single;4;0.81
Cecilia;Shields;07/17/1973 01:00;female;single;0;1.48
Miriam;Harrison;02/05/1993 07:08;female;single;3;0.96
Edgar;Saunders;04/28/1953 06:21;male;single;2;1.06
Brooklynn;Edwards;06/30/1949 09:15;female;married;3;0.92
Kiara;Barron;09/22/1998 20:23;female;single;3;1.41
Zaniyah;Herrera;09/03/1995 23:17;female;single;0;1.09
Aliyah;Ochoa;12/12/1981 07:13;female;married;3;1.41
Skyla;Irwin;09/27/1978 14:57;female;single;3;1.0
Josue;Contreras;05/09/1954 20:47;male;married;2;1.35
Cruz;Murray;05/16/1973 15:49;male;single;3;0.53
Annika;Reeves;11/01/1992 19:59;female;single;1;0.8
Alvin;Hale;07/03/1952 20:23;male;single;1;0.87
Nala;Petty;12/26/1978 16:59;female;married;1;0.76
Yusuf;Levy;01/08/1992 06:39;male;single;2;1.39
Cain;Whitley;09/01/1973 08:13;male;married;4;0.96
Ahmir;Dudley;05/03/1949 20:44;male;single;2;1.34
Braylee;Merrill;04/15/1943 16:22;female;single;3;1.21
Conner;English;04/07/1941 23:17;male;married;0;1.46
Rylan;Parrish;10/20/1956 21:25;male;single;4;0.53
Stella;Callahan;03/03/1988 03:27;female;single;3;1.15
Owen;Joyce;01/19/1955 20:29;male;married;0;1.08
Holden;Murray;11/22/1953 07:29;male;married;0;0.61
Lisa;Curry;06/24/1955 15:13;female;single;0;1.03
Kimberly;Richardson;02/02/1971 18:52;female;married;3;0.94
Carson;Casey;11/10/2000 00:33;male;married;3;1.22
Samira;Tran;01/11/1946 09:04;female;single;4;0.92
Alexis;Black;11/22/1942 01:42;male;single;1;0.5
Aliyah;Watts;07/13/1988 07:51;female;single;4;0.69
Callahan;Farrell;12/12/1983 17:46;male;married;2;1.24
Aubrielle;Dean;10/19/1991 03:46;female;married;1;0.79
Beatrix;Buckner;09/30/1955 13:23;female;married;1;0.7
Samson;Ray;12/30/1958 20:38;male;single;1;1.35
Martha;Briggs;12/27/1966 23:04;female;single;4;1.06
Alfred;Mccullough;10/17/1996 14:13;male;single;3;0.71
Kate;Melendez;09/13/1997 12:46;female;married;1;0.74
Mckinley;Walsh;12/24/1989 20:03;female;single;3;1.43
Ryan;Grant;07/09/1992 08:55;female;single;1;1.4
Milo;Warner;08/31/1964 15:16;male;married;3;0.95
Renata;Lopez;01/02/1969 21:15;female;married;1;1.04
Priscilla;Booker;07/06/1950 07:28;female;married;1;1.12
Zoie;Rodriguez;09/17/1962 18:18;female;married;1;0.89
Mateo;Cooke;04/25/1942 05:16;male;married;2;1.14
Kaiser;Jones;06/30/1973 16:26;male;married;2;0.97
Leonel;Quinn;06/17/1980 02:12;male;married;0;0.6
Dream;Myers;04/21/2000 06:27;female;married;0;0.86
Saylor;Peck;02/22/1964 11:49;female;married;4;0.93
Skyler;Strong;06/11/1971 01:25;male;married;2;0.55
Scott;Henderson;07/21/1985 05:54;male;single;0;1.43
Cairo;Buchanan;12/19/1979 19:23;male;married;2;1.14
Makenna;Carter;06/19/1953 00:28;female;married;4;0.92
Byron;Gould;10/17/1986 17:47;male;married;1;0.56
Maddison;Buckley;09/03/1949 18:15;female;married;3;0.52
Celia;Pickett;10/26/1947 20:00;female;single;4;0.81
Kingston;Cox;11/22/1985 19:24;male;single;1;0.79
Kiera;Hammond;02/14/1988 15:07;female;single;4;0.73
Amiya;Conley;11/19/1991 12:32;female;single;0;1.24
Elliott;Rodgers;10/21/1991 22:51;female;single;0;0.94
Blaine;Mooney;08/16/1960 20:58;male;married;1;0.63
Rafael;Mullen;08/03/1981 21:58;male;single;1;1.24
Frank;Bolton;11/07/1955 05:03;male;married;2;1.19
Savannah;Sherman;07/31/1968 06:36;female;married;1;1.4
Briella;Abbott;05/06/1975 07:50;female;single;1;1.14
Simone;Wiggins;11/11/1985 16:55;female;married;3;0.81
Tatum;Malone;03/30/2000 15:26;female;married;0;0.81
Adrien;Haney;10/04/1940 18:37;male;married;4;1.19
Jericho;Barber;07/16/1987 09:55;male;married;1;0.59
Magdalena;Forbes;11/14/1995 09:31;female;single;4;0.84
Eden;Vincent;03/06/1963 19:08;female;married;4;1.05
Taliyah;Marsh;07/18/1981 22:36;female;married;1;1.47
Apollo;Gentry;03/18/1953 08:44;male;married;3;0.92
Finn;Huff;03/11/1987 01:24;male;married;1;1.23
Banks;Greer;05/30/1948 05:03;male;married;2;0.93
Kenny;Slater;03/31/1987 01:14;male;single;2;1.39
Aziel;Combs;03/02/1950 07:21;male;married;4;1.22
Aya;Byrd;09/01/1983 03:00;female;single;3;0.63
Joseph;Tanner;03/02/1962 00:38;male;single;2;0.92
Denver;Green;03/25/1951 23:31;female;married;0;1.07
Savannah;Aguirre;08/15/1989 21:29;female;single;1;1.44
Alexis;Morse;05/20/1996 03:23;male;single;3;0.55
Jericho;Moses;06/17/1952 17:58;male;single;4;1.14
Gage;Foster;01/22/1960 20:38;male;single;3;0.57
Myra;Shepherd;02/16/1944 08:55;female;married;0;1.48
Margaret;Little;05/25/1948 17:46;female;married;1;1.49
Raina;Sheppard;08/15/1948 14:02;female;married;3;1.49
Sutton;Hodges;08/27/1996 20:25;female;married;4;0.5
Cheyenne;Ball;06/22/1995 12:47;female;married;2;1.41
Blessing;Singleton;08/03/1990 23:36;female;single;3;0.91
Daisy;Buck;08/24/1978 19:15;female;single;2;1.33
Nikolai;Woods;05/18/1943 15:23;male;single;3;0.93
Delilah;Malone;07/24/1977 17:52;female;single;0;1.0
Krew;Schneider;04/05/1955 00:29;male;single;3;0.82
Zayne;Morris;03/08/1982 10:23;male;single;4;1.38
Ares;Stafford;01/05/1963 16:20;male;married;1;0.68
Paisleigh;Hammond;10/27/1998 10:45;female;single;0;0.51
Onyx;Dennis;01/03/1974 10:23;male;married;2;0.6
Moises;Dennis;01/21/1952 12:05;male;single;0;1.46
Lilah;Stanton;04/27/1981 00:46;female;married;0;1.11
Luka;Conley;06/21/1991 11:30;male;married;3;0.85
Kelly;Estrada;07/07/1994 01:42;female;single;3;1.19
Uriah;Chambers;10/16/1960 13:06;male;married;0;1.01
Wade;Graves;02/11/1962 08:14;male;married;2;0.78
Harlem;Horn;08/29/1991 18:37;male;single;3;1.27
Victor;Barber;09/29/1966 15:02;male;married;0;0.89
Devin;Schroeder;11/11/1962 07:01;male;single;2;0.76
Amoura;Sweeney;07/20/1972 10:59;female;married;4;0.82
Jordyn;Blankenship;03/26/1976 11:16;female;married;3;0.85
Jesse;Noel;09/26/1946 16:14;male;married;3;0.55
Maximilian;Nash;09/23/1976 14:27;male;married;3;1.48
Anais;Harrell;09/07/1985 23:22;female;married;0;0.63
Yareli;Holland;02/12/1954 00:54;female;single;2;1.45
Priscilla;Riley;11/04/1976 17:24;female;married;3;1.2
Nathan;Franks;08/23/1987 10:05;male;married;0;0.55
Princeton;Preston;04/10/1970 15:43;male;single;3;1.0
Matthew;Roth;04/27/1955 13:40;male;married;0;1.45
Leon;Hopper;01/24/1973 20:43;male;single;1;0.55
Zaylee;Case;10/10/1956 18:09;female;married;0;1.2
Hadassah;Morris;07/12/1980 08:59;female;married;3;1.24
Paola;Obrien;01/15/1973 03:20;female;married;1;1.49
Luka;Haney;08/19/1940 04:22;male;married;1;0.92
Ada;Sanford;11/24/1953 17:59;female;single;3;1.09
Talon;Gardner;01/29/1952 16:44;male;single;0;0.68
Shawn;Johns;06/23/1970 03:13;male;married;3;1.12
Santana;Becker;05/14/1998 20:20;male;married;1;1.17
Leia;Davidson;01/30/1974 18:22;female;single;1;1.03
Melany;Dale;02/04/1943 18:30;female;single;2;1.33
Willow;Francis;11/07/1962 14:59;female;single;3;0.57
Molly;Kirk;12/30/1979 00:54;female;single;0;1.42
Everleigh;Cooke;12/31/1944 19:09;female;single;2;0.74
Leo;Hood;10/14/1965 10:36;male;married;4;1.32
Kate;Espinoza;08/24/1974 07:56;female;married;1;1.1
Adalee;Guerra;04/15/1941 19:43;female;single;0;0.71
Dariel;Smith;01/02/1979 20:21;male;married;4;0.8
Octavia;Sherman;08/18/1941 09:59;female;single;3;1.08
Lennon;Wise;12/22/1989 17:26;female;married;4;0.98
Shiloh;Perkins;06/30/1998 09:27;male;single;1;0.9
Serena;Koch;03/24/1956 02:52;female;married;3;1.13
Karlee;Castro;09/21/1951 18:17;female;married;0;1.26
Ann;Christian;08/22/1971 13:22;female;married;4;1.48
Layton;Logan;05/01/1949 04:16;male;married;3;0.96
Harleigh;Green;10/19/1958 02:36;female;married;3;0.59
Paloma;Olsen;11/30/1957 15:54;female;married;1;1.45
Skyla;Anthony;10/02/1944 13:28;female;single;1;0.91
Dylan;Barr;07/06/1986 02:27;male;married;4;0.89
Luz;Black;02/28/1971 13:54;female;married;1;0.9
Kaya;Buck;09/07/1962 03:43;female;single;3;0.93
Jayden;Matthews;10/03/1974 02:50;male;married;0;0.85
Juliet;Joyce;06/04/1949 09:08;female;married;2;1.35
Carson;Wilkins;12/14/1945 15:24;male;married;3;0.98
Walter;Garrett;01/02/1987 22:52;male;single;4;0.96
Levi;Fischer;10/28/1956 18:17;male;married;3;1.41
Cairo;Hutchinson;08/13/1984 01:08;male;single;4;0.77
Jensen;Parrish;11/24/1977 19:27;male;married;2;0.95
Dorothy;Myers;01/26/1984 10:58;female;married;2;1.44
Andi;York;11/08/1993 08:07;female;married;3;0.8
